Name,Year,Animation,Comedy,Crime,Fantasy,Action,Thriller,Romance,Family,Adventure,Mystery,Horror,Musical,War,Western,Sci-Fi,Film-Noir
"Red Firecracker, Green Firecracker ",1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RentaKid ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Relative Fear ,1994,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Stuart Saves His Family ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Swan Princess, The ",1994,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Secret of Roan Inish, The ",1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Specialist, The ",1994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Stargate ,1994,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
"Santa Clause, The ",1994,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Shawshank Redemption, The ",1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shallow Grave ,1994,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Suture ,1993,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Strawberry and Chocolate Fresa y chocolate ,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Swimming with Sharks ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sum of Us, The ",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
National Lampoon's Senior Trip ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
To Live Huozhe ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tank Girl ,1995,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
Tales From the Crypt Presents: Demon Knight ,1995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Star Trek: Generations ,1994,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Tales from the Hood ,1995,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tom & Viv ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Village of the Damned ,1995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Tommy Boy ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vanya on nd Street ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Underneath, The ",1995,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
"Walking Dead, The ",1995,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
What's Eating Gilbert Grape ,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Virtuosity ,1995,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
While You Were Sleeping ,1995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"War, The ",1994,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Double Happiness ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Muriel's Wedding ,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"BabySitters Club, The ",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ace Ventura: Pet Detective ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Adventures of Priscilla, Queen of the Desert, The ",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Backbeat ,1993,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Bitter Moon ,1992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bullets Over Broadway ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clear and Present Danger ,1994,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
"Client, The ",1994,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
"Corrina, Corrina ",1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Crooklyn ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Crow, The ",1994,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Cobb ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Flintstones, The ",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Forrest Gump ,1994,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Four Weddings and a Funeral ,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Higher Learning ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Like It Like That ,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
I Love Trouble ,1994,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
It Could Happen to You ,1994,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Jungle Book, The ",1994,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
"Wonderful, Horrible Life of Leni Riefenstahl, The Die Macht der Bilder ",1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lion King, The ",1994,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Little Buddha ,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wes Craven's New Nightmare ,1994,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Mask, The ",1994,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Maverick ,1994,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Mrs. Parker and the Vicious Circle ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Naked Gun  /: The Final Insult ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Paper, The ",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reality Bites ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Rock West ,1992,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Richie Rich ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Safe Passage ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"River Wild, The ",1994,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Speed ,1994,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Speechless ,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Timecop ,1994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
True Lies ,1994,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
When a Man Loves a Woman ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
