"IsDepDelayed","fYear","fMonth","fDayofMonth","fDayOfWeek","UniqueCarrier","Origin","Dest","Distance"
"YES","f1987","f10","f20","f2","PS","SFO","SAN",447
"YES","f1987","f10","f21","f3","PS","SFO","SAN",447
"YES","f1987","f10","f22","f4","PS","SFO","SAN",447
"YES","f1987","f10","f23","f5","PS","SFO","SAN",447
"YES","f1987","f10","f25","f7","PS","SFO","SAN",447
"YES","f1987","f10","f26","f1","PS","SFO","SAN",447
"YES","f1987","f10","f27","f2","PS","SFO","SAN",447
"YES","f1987","f10","f28","f3","PS","SFO","SAN",447
"YES","f1987","f10","f29","f4","PS","SFO","SAN",447
"YES","f1987","f10","f30","f5","PS","SFO","SAN",447
"NO","f1987","f10","f1","f4","PS","SNA","OAK",371
"YES","f1987","f10","f2","f5","PS","SNA","OAK",371
"NO","f1987","f10","f3","f6","PS","SNA","OAK",371
"NO","f1987","f10","f5","f1","PS","SNA","OAK",371
"YES","f1987","f10","f6","f2","PS","SNA","OAK",371
"NO","f1987","f10","f7","f3","PS","SNA","OAK",371
"YES","f1987","f10","f8","f4","PS","SNA","OAK",371
"YES","f1987","f10","f9","f5","PS","SNA","OAK",371
"YES","f1987","f10","f10","f6","PS","SNA","OAK",371
"YES","f1987","f10","f11","f7","PS","SNA","OAK",371
"NO","f1987","f10","f14","f3","PS","SNA","OAK",371
"NO","f1987","f10","f15","f4","PS","SNA","OAK",371
"NO","f1987","f10","f16","f5","PS","SNA","OAK",371
"YES","f1987","f10","f17","f6","PS","SNA","OAK",371
"YES","f1987","f10","f18","f7","PS","SNA","OAK",371
"NO","f1987","f10","f19","f1","PS","SNA","OAK",371
"YES","f1987","f10","f22","f4","PS","SNA","OAK",371
"NO","f1987","f10","f24","f6","PS","SNA","OAK",371
"NO","f1987","f10","f25","f7","PS","SNA","OAK",371
"NO","f1987","f10","f26","f1","PS","SNA","OAK",371
"YES","f1987","f10","f27","f2","PS","SNA","OAK",371
"YES","f1987","f10","f28","f3","PS","SNA","OAK",371
"NO","f1987","f10","f29","f4","PS","SNA","OAK",371
"NO","f1987","f10","f30","f5","PS","SNA","OAK",371
"NO","f1987","f10","f31","f6","PS","SNA","OAK",371
"NO","f1987","f10","f2","f5","PS","OAK","SAN",446
"YES","f1987","f10","f4","f7","PS","OAK","SAN",446
"NO","f1987","f10","f9","f5","PS","OAK","SAN",446
"YES","f1987","f10","f11","f7","PS","OAK","SAN",446
"NO","f1987","f10","f16","f5","PS","OAK","SAN",446
"NO","f1987","f10","f18","f7","PS","OAK","SAN",446
"NO","f1987","f10","f25","f7","PS","OAK","SAN",446
"NO","f1987","f10","f2","f5","PS","SAN","OAK",446
"YES","f1987","f10","f9","f5","PS","SAN","OAK",446
"NO","f1987","f10","f11","f7","PS","SAN","OAK",446
"YES","f1987","f10","f16","f5","PS","SAN","OAK",446
"YES","f1987","f10","f18","f7","PS","SAN","OAK",446
"YES","f1987","f10","f23","f5","PS","SAN","OAK",446
"YES","f1987","f10","f30","f5","PS","SAN","OAK",446
"YES","f1987","f10","f1","f4","PS","SFO","SAN",447
"NO","f1987","f10","f2","f5","PS","SFO","SAN",447
"YES","f1987","f10","f4","f7","PS","SFO","SAN",447
"NO","f1987","f10","f6","f2","PS","SFO","SAN",447
"YES","f1987","f10","f9","f5","PS","SFO","SAN",447
"YES","f1987","f10","f11","f7","PS","SFO","SAN",447
"NO","f1987","f10","f13","f2","PS","SFO","SAN",447
"NO","f1987","f10","f14","f3","PS","SFO","SAN",447
"YES","f1987","f10","f15","f4","PS","SFO","SAN",447
"YES","f1987","f10","f16","f5","PS","SFO","SAN",447
"YES","f1987","f10","f18","f7","PS","SFO","SAN",447
"NO","f1987","f10","f19","f1","PS","SFO","SAN",447
"NO","f1987","f10","f20","f2","PS","SFO","SAN",447
"NO","f1987","f10","f21","f3","PS","SFO","SAN",447
"YES","f1987","f10","f22","f4","PS","SFO","SAN",447
"YES","f1987","f10","f23","f5","PS","SFO","SAN",447
"YES","f1987","f10","f25","f7","PS","SFO","SAN",447
"NO","f1987","f10","f26","f1","PS","SFO","SAN",447
"NO","f1987","f10","f27","f2","PS","SFO","SAN",447
"YES","f1987","f10","f30","f5","PS","SFO","SAN",447
"NO","f1987","f10","f1","f4","PS","SAN","OAK",446
"YES","f1987","f10","f2","f5","PS","SAN","OAK",446
"NO","f1987","f10","f3","f6","PS","SAN","OAK",446
"YES","f1987","f10","f4","f7","PS","SAN","OAK",446
"NO","f1987","f10","f6","f2","PS","SAN","OAK",446
"YES","f1987","f10","f8","f4","PS","SAN","OAK",446
"NO","f1987","f10","f10","f6","PS","SAN","OAK",446
"NO","f1987","f10","f11","f7","PS","SAN","OAK",446
"NO","f1987","f10","f13","f2","PS","SAN","OAK",446
"NO","f1987","f10","f14","f3","PS","SAN","OAK",446
"NO","f1987","f10","f17","f6","PS","SAN","OAK",446
"NO","f1987","f10","f18","f7","PS","SAN","OAK",446
"NO","f1987","f10","f19","f1","PS","SAN","OAK",446
"NO","f1987","f10","f20","f2","PS","SAN","OAK",446
"NO","f1987","f10","f21","f3","PS","SAN","OAK",446
"YES","f1987","f10","f24","f6","PS","SAN","OAK",446
"NO","f1987","f10","f25","f7","PS","SAN","OAK",446
"NO","f1987","f10","f26","f1","PS","SAN","OAK",446
"YES","f1987","f10","f27","f2","PS","SAN","OAK",446
"NO","f1987","f10","f28","f3","PS","SAN","OAK",446
"YES","f1987","f10","f30","f5","PS","SAN","OAK",446
"YES","f1987","f10","f1","f4","PS","OAK","SAN",446
"YES","f1987","f10","f4","f7","PS","OAK","SAN",446
"YES","f1987","f10","f5","f1","PS","OAK","SAN",446
"YES","f1987","f10","f6","f2","PS","OAK","SAN",446
"NO","f1987","f10","f7","f3","PS","OAK","SAN",446
"NO","f1987","f10","f8","f4","PS","OAK","SAN",446
"YES","f1987","f10","f9","f5","PS","OAK","SAN",446
"YES","f1987","f10","f11","f7","PS","OAK","SAN",446
"NO","f1987","f10","f13","f2","PS","OAK","SAN",446
"NO","f1987","f10","f14","f3","PS","OAK","SAN",446
"YES","f1987","f10","f15","f4","PS","OAK","SAN",446
"YES","f1987","f10","f16","f5","PS","OAK","SAN",446
"YES","f1987","f10","f18","f7","PS","OAK","SAN",446
"NO","f1987","f10","f19","f1","PS","OAK","SAN",446
"NO","f1987","f10","f20","f2","PS","OAK","SAN",446
"NO","f1987","f10","f21","f3","PS","OAK","SAN",446
"YES","f1987","f10","f22","f4","PS","OAK","SAN",446
"YES","f1987","f10","f23","f5","PS","OAK","SAN",446
"YES","f1987","f10","f25","f7","PS","OAK","SAN",446
"YES","f1987","f10","f26","f1","PS","OAK","SAN",446
"YES","f1987","f10","f28","f3","PS","OAK","SAN",446
"NO","f1987","f10","f29","f4","PS","OAK","SAN",446
"NO","f1987","f10","f30","f5","PS","OAK","SAN",446
"YES","f1987","f10","f1","f4","PS","SNA","OAK",371
"NO","f1987","f10","f2","f5","PS","SNA","OAK",371
"NO","f1987","f10","f3","f6","PS","SNA","OAK",371
"YES","f1987","f10","f4","f7","PS","SNA","OAK",371
"YES","f1987","f10","f5","f1","PS","SNA","OAK",371
"YES","f1987","f10","f6","f2","PS","SNA","OAK",371
"YES","f1987","f10","f7","f3","PS","SNA","OAK",371
"YES","f1987","f10","f8","f4","PS","SNA","OAK",371
"NO","f1987","f10","f9","f5","PS","SNA","OAK",371
"NO","f1987","f10","f11","f7","PS","SNA","OAK",371
"NO","f1987","f10","f12","f1","PS","SNA","OAK",371
"YES","f1987","f10","f13","f2","PS","SNA","OAK",371
"YES","f1987","f10","f14","f3","PS","SNA","OAK",371
"YES","f1987","f10","f15","f4","PS","SNA","OAK",371
"YES","f1987","f10","f16","f5","PS","SNA","OAK",371
"NO","f1987","f10","f17","f6","PS","SNA","OAK",371
"NO","f1987","f10","f18","f7","PS","SNA","OAK",371
"YES","f1987","f10","f19","f1","PS","SNA","OAK",371
"YES","f1987","f10","f20","f2","PS","SNA","OAK",371
"NO","f1987","f10","f21","f3","PS","SNA","OAK",371
"YES","f1987","f10","f22","f4","PS","SNA","OAK",371
"NO","f1987","f10","f25","f7","PS","SNA","OAK",371
"YES","f1987","f10","f26","f1","PS","SNA","OAK",371
"YES","f1987","f10","f27","f2","PS","SNA","OAK",371
"YES","f1987","f10","f29","f4","PS","SNA","OAK",371
"NO","f1987","f10","f30","f5","PS","SNA","OAK",371
"NO","f1987","f10","f31","f6","PS","SNA","OAK",371
"YES","f1987","f10","f1","f4","PS","OAK","SNA",371
"NO","f1987","f10","f2","f5","PS","OAK","SNA",371
"NO","f1987","f10","f3","f6","PS","OAK","SNA",371
"NO","f1987","f10","f4","f7","PS","OAK","SNA",371
"NO","f1987","f10","f5","f1","PS","OAK","SNA",371
"YES","f1987","f10","f6","f2","PS","OAK","SNA",371
"YES","f1987","f10","f7","f3","PS","OAK","SNA",371
"NO","f1987","f10","f8","f4","PS","OAK","SNA",371
"NO","f1987","f10","f11","f7","PS","OAK","SNA",371
"NO","f1987","f10","f12","f1","PS","OAK","SNA",371
"YES","f1987","f10","f13","f2","PS","OAK","SNA",371
"YES","f1987","f10","f14","f3","PS","OAK","SNA",371
"YES","f1987","f10","f15","f4","PS","OAK","SNA",371
"YES","f1987","f10","f16","f5","PS","OAK","SNA",371
"NO","f1987","f10","f17","f6","PS","OAK","SNA",371
"NO","f1987","f10","f18","f7","PS","OAK","SNA",371
"YES","f1987","f10","f19","f1","PS","OAK","SNA",371
"NO","f1987","f10","f20","f2","PS","OAK","SNA",371
"NO","f1987","f10","f21","f3","PS","OAK","SNA",371
"YES","f1987","f10","f22","f4","PS","OAK","SNA",371
"NO","f1987","f10","f23","f5","PS","OAK","SNA",371
"NO","f1987","f10","f24","f6","PS","OAK","SNA",371
"NO","f1987","f10","f25","f7","PS","OAK","SNA",371
"NO","f1987","f10","f26","f1","PS","OAK","SNA",371
"NO","f1987","f10","f27","f2","PS","OAK","SNA",371
"NO","f1987","f10","f28","f3","PS","OAK","SNA",371
"NO","f1987","f10","f29","f4","PS","OAK","SNA",371
"NO","f1987","f10","f30","f5","PS","OAK","SNA",371
"NO","f1987","f10","f31","f6","PS","OAK","SNA",371
"YES","f1987","f10","f1","f4","PS","SNA","LAS",226
"NO","f1987","f10","f2","f5","PS","SNA","LAS",226
"NO","f1987","f10","f3","f6","PS","SNA","LAS",226
"NO","f1987","f10","f4","f7","PS","SNA","LAS",226
"NO","f1987","f10","f5","f1","PS","SNA","LAS",226
"YES","f1987","f10","f7","f3","PS","SNA","LAS",226
"NO","f1987","f10","f8","f4","PS","SNA","LAS",226
"NO","f1987","f10","f9","f5","PS","SNA","LAS",226
"YES","f1987","f10","f12","f1","PS","SNA","LAS",226
"YES","f1987","f10","f13","f2","PS","SNA","LAS",226
"YES","f1987","f10","f14","f3","PS","SNA","LAS",226
"YES","f1987","f10","f15","f4","PS","SNA","LAS",226
"YES","f1987","f10","f16","f5","PS","SNA","LAS",226
"NO","f1987","f10","f17","f6","PS","SNA","LAS",226
"NO","f1987","f10","f18","f7","PS","SNA","LAS",226
"YES","f1987","f10","f20","f2","PS","SNA","LAS",226
"YES","f1987","f10","f22","f4","PS","SNA","LAS",226
"YES","f1987","f10","f24","f6","PS","SNA","LAS",226
"YES","f1987","f10","f25","f7","PS","SNA","LAS",226
"NO","f1987","f10","f26","f1","PS","SNA","LAS",226
"NO","f1987","f10","f27","f2","PS","SNA","LAS",226
"YES","f1987","f10","f28","f3","PS","SNA","LAS",226
"NO","f1987","f10","f29","f4","PS","SNA","LAS",226
"NO","f1987","f10","f30","f5","PS","SNA","LAS",226
"YES","f1987","f10","f28","f3","PS","LAS","SNA",226
"YES","f1987","f10","f29","f4","PS","LAS","SNA",226
"YES","f1987","f10","f30","f5","PS","LAS","SNA",226
"YES","f1987","f10","f31","f6","PS","LAS","SNA",226
"YES","f1987","f10","f1","f4","PS","SNA","OAK",371
"YES","f1987","f10","f4","f7","PS","SNA","OAK",371
"NO","f1987","f10","f5","f1","PS","SNA","OAK",371
"YES","f1987","f10","f6","f2","PS","SNA","OAK",371
"NO","f1987","f10","f7","f3","PS","SNA","OAK",371
"NO","f1987","f10","f8","f4","PS","SNA","OAK",371
"YES","f1987","f10","f9","f5","PS","SNA","OAK",371
"YES","f1987","f10","f11","f7","PS","SNA","OAK",371
"YES","f1987","f10","f12","f1","PS","SNA","OAK",371
"NO","f1987","f10","f13","f2","PS","SNA","OAK",371
"YES","f1987","f10","f14","f3","PS","SNA","OAK",371
"YES","f1987","f10","f15","f4","PS","SNA","OAK",371
"YES","f1987","f10","f16","f5","PS","SNA","OAK",371
"YES","f1987","f10","f18","f7","PS","SNA","OAK",371
"YES","f1987","f10","f20","f2","PS","SNA","OAK",371
"YES","f1987","f10","f22","f4","PS","SNA","OAK",371
"YES","f1987","f10","f23","f5","PS","SNA","OAK",371
"NO","f1987","f10","f25","f7","PS","SNA","OAK",371
"NO","f1987","f10","f26","f1","PS","SNA","OAK",371
"YES","f1987","f10","f27","f2","PS","SNA","OAK",371
"YES","f1987","f10","f28","f3","PS","SNA","OAK",371
"YES","f1987","f10","f29","f4","PS","SNA","OAK",371
"YES","f1987","f10","f30","f5","PS","SNA","OAK",371
"NO","f1987","f10","f1","f4","PS","OAK","SNA",371
"NO","f1987","f10","f5","f1","PS","OAK","SNA",371
"NO","f1987","f10","f6","f2","PS","OAK","SNA",371
"NO","f1987","f10","f7","f3","PS","OAK","SNA",371
"NO","f1987","f10","f8","f4","PS","OAK","SNA",371
"NO","f1987","f10","f12","f1","PS","OAK","SNA",371
"NO","f1987","f10","f13","f2","PS","OAK","SNA",371
"NO","f1987","f10","f14","f3","PS","OAK","SNA",371
"YES","f1987","f10","f15","f4","PS","OAK","SNA",371
"NO","f1987","f10","f16","f5","PS","OAK","SNA",371
"YES","f1987","f10","f20","f2","PS","OAK","SNA",371
"NO","f1987","f10","f21","f3","PS","OAK","SNA",371
"NO","f1987","f10","f22","f4","PS","OAK","SNA",371
"YES","f1987","f10","f23","f5","PS","OAK","SNA",371
"NO","f1987","f10","f26","f1","PS","OAK","SNA",371
"NO","f1987","f10","f27","f2","PS","OAK","SNA",371
"YES","f1987","f10","f28","f3","PS","OAK","SNA",371
"NO","f1987","f10","f29","f4","PS","OAK","SNA",371
"NO","f1987","f10","f30","f5","PS","OAK","SNA",371
"NO","f1987","f10","f5","f1","PS","SNA","LAS",226
"YES","f1987","f10","f6","f2","PS","SNA","LAS",226
"YES","f1987","f10","f7","f3","PS","SNA","LAS",226
"YES","f1987","f10","f8","f4","PS","SNA","LAS",226
"YES","f1987","f10","f10","f6","PS","SNA","LAS",226
"NO","f1987","f10","f11","f7","PS","SNA","LAS",226
"YES","f1987","f10","f12","f1","PS","SNA","LAS",226
"NO","f1987","f10","f13","f2","PS","SNA","LAS",226
"YES","f1987","f10","f14","f3","PS","SNA","LAS",226
"YES","f1987","f10","f15","f4","PS","SNA","LAS",226
"YES","f1987","f10","f16","f5","PS","SNA","LAS",226
"NO","f1987","f10","f17","f6","PS","SNA","LAS",226
"NO","f1987","f10","f18","f7","PS","SNA","LAS",226
"YES","f1987","f10","f19","f1","PS","SNA","LAS",226
"YES","f1987","f10","f20","f2","PS","SNA","LAS",226
"YES","f1987","f10","f21","f3","PS","SNA","LAS",226
"NO","f1987","f10","f22","f4","PS","SNA","LAS",226
"YES","f1987","f10","f23","f5","PS","SNA","LAS",226
"NO","f1987","f10","f24","f6","PS","SNA","LAS",226
"NO","f1987","f10","f25","f7","PS","SNA","LAS",226
"YES","f1987","f10","f26","f1","PS","SNA","LAS",226
"YES","f1987","f10","f27","f2","PS","SNA","LAS",226
"YES","f1987","f10","f28","f3","PS","SNA","LAS",226
"YES","f1987","f10","f29","f4","PS","SNA","LAS",226
"NO","f1987","f10","f30","f5","PS","SNA","LAS",226
"NO","f1987","f10","f31","f6","PS","SNA","LAS",226
"NO","f1987","f10","f1","f4","PS","OAK","SNA",371
"NO","f1987","f10","f2","f5","PS","OAK","SNA",371
"NO","f1987","f10","f3","f6","PS","OAK","SNA",371
"YES","f1987","f10","f5","f1","PS","OAK","SNA",371
"NO","f1987","f10","f6","f2","PS","OAK","SNA",371
"YES","f1987","f10","f7","f3","PS","OAK","SNA",371
"NO","f1987","f10","f8","f4","PS","OAK","SNA",371
"YES","f1987","f10","f9","f5","PS","OAK","SNA",371
"YES","f1987","f10","f10","f6","PS","OAK","SNA",371
"YES","f1987","f10","f11","f7","PS","OAK","SNA",371
"YES","f1987","f10","f13","f2","PS","OAK","SNA",371
"NO","f1987","f10","f15","f4","PS","OAK","SNA",371
"YES","f1987","f10","f16","f5","PS","OAK","SNA",371
"NO","f1987","f10","f17","f6","PS","OAK","SNA",371
"NO","f1987","f10","f18","f7","PS","OAK","SNA",371
"NO","f1987","f10","f19","f1","PS","OAK","SNA",371
"NO","f1987","f10","f20","f2","PS","OAK","SNA",371
"YES","f1987","f10","f21","f3","PS","OAK","SNA",371
"YES","f1987","f10","f22","f4","PS","OAK","SNA",371
"NO","f1987","f10","f24","f6","PS","OAK","SNA",371
"NO","f1987","f10","f25","f7","PS","OAK","SNA",371
"NO","f1987","f10","f26","f1","PS","OAK","SNA",371
"NO","f1987","f10","f27","f2","PS","OAK","SNA",371
"NO","f1987","f10","f28","f3","PS","OAK","SNA",371
"YES","f1987","f10","f29","f4","PS","OAK","SNA",371
"NO","f1987","f10","f30","f5","PS","OAK","SNA",371
"NO","f1987","f10","f31","f6","PS","OAK","SNA",371
"NO","f1987","f10","f1","f4","PS","OAK","SNA",371
"YES","f1987","f10","f2","f5","PS","OAK","SNA",371
"NO","f1987","f10","f4","f7","PS","OAK","SNA",371
"NO","f1987","f10","f5","f1","PS","OAK","SNA",371
"YES","f1987","f10","f6","f2","PS","OAK","SNA",371
"NO","f1987","f10","f8","f4","PS","OAK","SNA",371
"YES","f1987","f10","f9","f5","PS","OAK","SNA",371
"NO","f1987","f10","f11","f7","PS","OAK","SNA",371
"NO","f1987","f10","f12","f1","PS","OAK","SNA",371
"NO","f1987","f10","f13","f2","PS","OAK","SNA",371
"YES","f1987","f10","f14","f3","PS","OAK","SNA",371
"YES","f1987","f10","f15","f4","PS","OAK","SNA",371
"YES","f1987","f10","f16","f5","PS","OAK","SNA",371
"YES","f1987","f10","f18","f7","PS","OAK","SNA",371
"YES","f1987","f10","f19","f1","PS","OAK","SNA",371
"NO","f1987","f10","f20","f2","PS","OAK","SNA",371
"YES","f1987","f10","f22","f4","PS","OAK","SNA",371
"YES","f1987","f10","f23","f5","PS","OAK","SNA",371
"NO","f1987","f10","f25","f7","PS","OAK","SNA",371
"NO","f1987","f10","f26","f1","PS","OAK","SNA",371
"YES","f1987","f10","f27","f2","PS","OAK","SNA",371
"NO","f1987","f10","f28","f3","PS","OAK","SNA",371
"YES","f1987","f10","f29","f4","PS","OAK","SNA",371
"NO","f1987","f10","f1","f4","PS","SNA","LAS",226
"NO","f1987","f10","f4","f7","PS","SNA","LAS",226
"NO","f1987","f10","f5","f1","PS","SNA","LAS",226
"NO","f1987","f10","f6","f2","PS","SNA","LAS",226
"NO","f1987","f10","f7","f3","PS","SNA","LAS",226
"NO","f1987","f10","f8","f4","PS","SNA","LAS",226
"YES","f1987","f10","f9","f5","PS","SNA","LAS",226
"YES","f1987","f10","f11","f7","PS","SNA","LAS",226
"NO","f1987","f10","f13","f2","PS","SNA","LAS",226
"NO","f1987","f10","f14","f3","PS","SNA","LAS",226
"NO","f1987","f10","f15","f4","PS","SNA","LAS",226
"YES","f1987","f10","f16","f5","PS","SNA","LAS",226
"YES","f1987","f10","f18","f7","PS","SNA","LAS",226
"YES","f1987","f10","f19","f1","PS","SNA","LAS",226
"NO","f1987","f10","f20","f2","PS","SNA","LAS",226
"YES","f1987","f10","f22","f4","PS","SNA","LAS",226
"NO","f1987","f10","f25","f7","PS","SNA","LAS",226
"NO","f1987","f10","f26","f1","PS","SNA","LAS",226
"NO","f1987","f10","f27","f2","PS","SNA","LAS",226
"YES","f1987","f10","f28","f3","PS","SNA","LAS",226
"YES","f1987","f10","f29","f4","PS","SNA","LAS",226
"NO","f1987","f10","f30","f5","PS","SNA","LAS",226
"YES","f1987","f10","f1","f4","PS","OAK","SFO",11
"YES","f1987","f10","f2","f5","PS","OAK","SFO",11
"YES","f1987","f10","f4","f7","PS","OAK","SFO",11
"NO","f1987","f10","f5","f1","PS","OAK","SFO",11
"YES","f1987","f10","f6","f2","PS","OAK","SFO",11
"YES","f1987","f10","f7","f3","PS","OAK","SFO",11
"YES","f1987","f10","f8","f4","PS","OAK","SFO",11
"YES","f1987","f10","f9","f5","PS","OAK","SFO",11
"YES","f1987","f10","f11","f7","PS","OAK","SFO",11
"YES","f1987","f10","f13","f2","PS","OAK","SFO",11
"YES","f1987","f10","f14","f3","PS","OAK","SFO",11
"YES","f1987","f10","f15","f4","PS","OAK","SFO",11
"YES","f1987","f10","f18","f7","PS","OAK","SFO",11
"YES","f1987","f10","f20","f2","PS","OAK","SFO",11
"YES","f1987","f10","f21","f3","PS","OAK","SFO",11
"YES","f1987","f10","f22","f4","PS","OAK","SFO",11
"YES","f1987","f10","f23","f5","PS","OAK","SFO",11
"YES","f1987","f10","f25","f7","PS","OAK","SFO",11
"YES","f1987","f10","f28","f3","PS","OAK","SFO",11
"YES","f1987","f10","f29","f4","PS","OAK","SFO",11
"YES","f1987","f10","f1","f4","PS","SNA","OAK",371
"YES","f1987","f10","f2","f5","PS","SNA","OAK",371
"YES","f1987","f10","f4","f7","PS","SNA","OAK",371
"NO","f1987","f10","f5","f1","PS","SNA","OAK",371
"NO","f1987","f10","f7","f3","PS","SNA","OAK",371
"YES","f1987","f10","f8","f4","PS","SNA","OAK",371
"YES","f1987","f10","f9","f5","PS","SNA","OAK",371
"YES","f1987","f10","f11","f7","PS","SNA","OAK",371
"YES","f1987","f10","f13","f2","PS","SNA","OAK",371
"YES","f1987","f10","f14","f3","PS","SNA","OAK",371
"YES","f1987","f10","f15","f4","PS","SNA","OAK",371
"YES","f1987","f10","f18","f7","PS","SNA","OAK",371
"NO","f1987","f10","f19","f1","PS","SNA","OAK",371
"YES","f1987","f10","f20","f2","PS","SNA","OAK",371
"NO","f1987","f10","f21","f3","PS","SNA","OAK",371
"YES","f1987","f10","f22","f4","PS","SNA","OAK",371
"YES","f1987","f10","f23","f5","PS","SNA","OAK",371
"YES","f1987","f10","f25","f7","PS","SNA","OAK",371
"YES","f1987","f10","f27","f2","PS","SNA","OAK",371
"YES","f1987","f10","f28","f3","PS","SNA","OAK",371
"YES","f1987","f10","f29","f4","PS","SNA","OAK",371
"YES","f1987","f10","f1","f4","PS","SMF","LAX",373
"NO","f1987","f10","f2","f5","PS","SMF","LAX",373
"NO","f1987","f10","f3","f6","PS","SMF","LAX",373
"NO","f1987","f10","f5","f1","PS","SMF","LAX",373
"NO","f1987","f10","f6","f2","PS","SMF","LAX",373
"YES","f1987","f10","f7","f3","PS","SMF","LAX",373
"YES","f1987","f10","f8","f4","PS","SMF","LAX",373
"YES","f1987","f10","f9","f5","PS","SMF","LAX",373
"NO","f1987","f10","f10","f6","PS","SMF","LAX",373
"YES","f1987","f10","f12","f1","PS","SMF","LAX",373
"NO","f1987","f10","f13","f2","PS","SMF","LAX",373
"NO","f1987","f10","f14","f3","PS","SMF","LAX",373
"YES","f1987","f10","f15","f4","PS","SMF","LAX",373
"YES","f1987","f10","f16","f5","PS","SMF","LAX",373
"NO","f1987","f10","f17","f6","PS","SMF","LAX",373
"YES","f1987","f10","f18","f7","PS","SMF","LAX",373
"NO","f1987","f10","f21","f3","PS","SMF","LAX",373
"YES","f1987","f10","f22","f4","PS","SMF","LAX",373
"YES","f1987","f10","f23","f5","PS","SMF","LAX",373
"NO","f1987","f10","f24","f6","PS","SMF","LAX",373
"NO","f1987","f10","f26","f1","PS","SMF","LAX",373
"NO","f1987","f10","f27","f2","PS","SMF","LAX",373
"NO","f1987","f10","f28","f3","PS","SMF","LAX",373
"YES","f1987","f10","f29","f4","PS","SMF","LAX",373
"YES","f1987","f10","f30","f5","PS","SMF","LAX",373
"YES","f1987","f10","f31","f6","PS","SMF","LAX",373
"YES","f1987","f10","f28","f3","PS","LAX","SAN",109
"YES","f1987","f10","f30","f5","PS","LAX","SAN",109
"YES","f1987","f10","f1","f4","PS","SMF","LAX",373
"YES","f1987","f10","f2","f5","PS","SMF","LAX",373
"YES","f1987","f10","f4","f7","PS","SMF","LAX",373
"YES","f1987","f10","f5","f1","PS","SMF","LAX",373
"NO","f1987","f10","f6","f2","PS","SMF","LAX",373
"YES","f1987","f10","f7","f3","PS","SMF","LAX",373
"YES","f1987","f10","f9","f5","PS","SMF","LAX",373
"YES","f1987","f10","f12","f1","PS","SMF","LAX",373
"YES","f1987","f10","f14","f3","PS","SMF","LAX",373
